REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
Apr-18,Alberta,"Recreation, education and reading",112.8,-1.6
Apr-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",169.6,3.7
Apr-18,Alberta,Energy,178.9,16.1
May-18,Alberta,All-items,140.7,2.6
May-18,Alberta,Food,143,0.7
May-18,Alberta,Shelter,166.6,1.8
May-18,Alberta,"Household operations, furnishings and equipment",122,-0.4
May-18,Alberta,Clothing and footwear,97.3,1.5
May-18,Alberta,Transportation,143.4,6.7
May-18,Alberta,Health and personal care,137,2.6
May-18,Alberta,"Recreation, education and reading",117.4,2.8
May-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",169.9,3.7
May-18,Alberta,Energy,175.4,20.6
Jun-18,Alberta,All-items,140.7,2.8
Jun-18,Alberta,Food,143.2,0.6
Jun-18,Alberta,Shelter,166.4,2
Jun-18,Alberta,"Household operations, furnishings and equipment",122.1,-0.5
Jun-18,Alberta,Clothing and footwear,97.5,4.1
Jun-18,Alberta,Transportation,145.1,8.7
Jun-18,Alberta,Health and personal care,136.6,2.7
Jun-18,Alberta,"Recreation, education and reading",114.4,-0.2
Jun-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.7,3.8
Jun-18,Alberta,Energy,172,21.1
Jul-18,Alberta,All-items,141.8,3.5
Jul-18,Alberta,Food,144,0.8
Jul-18,Alberta,Shelter,168.6,2.7
Jul-18,Alberta,"Household operations, furnishings and equipment",121.8,0.2
Jul-18,Alberta,Clothing and footwear,95.7,1.9
Jul-18,Alberta,Transportation,148,11.4
Jul-18,Alberta,Health and personal care,136.7,1.9
Jul-18,Alberta,"Recreation, education and reading",115.9,0.9
Jul-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.5,3.5
Jul-18,Alberta,Energy,183.2,25.7
Aug-18,Alberta,All-items,141.6,3.1
Aug-18,Alberta,Food,144.5,1
Aug-18,Alberta,Shelter,168.6,2.2
Aug-18,Alberta,"Household operations, furnishings and equipment",121.8,0.1
Aug-18,Alberta,Clothing and footwear,96.2,1.8
Aug-18,Alberta,Transportation,146.8,10
Aug-18,Alberta,Health and personal care,137.2,1.4
Aug-18,Alberta,"Recreation, education and reading",115.2,0.9
Aug-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.8,3.4
Aug-18,Alberta,Energy,179.6,19.2
Sep-18,Alberta,All-items,141.1,3
Sep-18,Alberta,Food,144.4,1.6
Sep-18,Alberta,Shelter,168.6,2.9
Sep-18,Alberta,"Household operations, furnishings and equipment",122.3,1.1
Sep-18,Alberta,Clothing and footwear,98.3,1.8
Sep-18,Alberta,Transportation,143.3,7.3
Sep-18,Alberta,Health and personal care,136.5,1.7
Sep-18,Alberta,"Recreation, education and reading",114.8,1
Sep-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.3,3.4
Sep-18,Alberta,Energy,180,21.7
Oct-18,Alberta,All-items,141.4,2.8
Oct-18,Alberta,Food,144.5,2.3
Oct-18,Alberta,Shelter,169.5,2.8
Oct-18,Alberta,"Household operations, furnishings and equipment",123.2,0.7
Oct-18,Alberta,Clothing and footwear,98.1,0.4
Oct-18,Alberta,Transportation,144,6.6
Oct-18,Alberta,Health and personal care,136.4,0.4
Oct-18,Alberta,"Recreation, education and reading",113.9,1.3
Oct-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.2,3.4
Oct-18,Alberta,Energy,175.3,17.3
Nov-18,Alberta,All-items,140.7,1.7
Nov-18,Alberta,Food,145.3,1.9
Nov-18,Alberta,Shelter,170.7,3.4
Nov-18,Alberta,"Household operations, furnishings and equipment",122.8,0
Nov-18,Alberta,Clothing and footwear,96.1,-0.8
Nov-18,Alberta,Transportation,140.8,1.6
Nov-18,Alberta,Health and personal care,135.4,0.1
Nov-18,Alberta,"Recreation, education and reading",112.6,0.9
Nov-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.8,3
Nov-18,Alberta,Energy,168.3,5.6
Dec-18,Alberta,All-items,140.5,2.1
Dec-18,Alberta,Food,145.6,2.4
Dec-18,Alberta,Shelter,170.9,2.9
Dec-18,Alberta,"Household operations, furnishings and equipment",122.7,2.1
Dec-18,Alberta,Clothing and footwear,94,-0.2
Dec-18,Alberta,Transportation,141.3,2.4
Dec-18,Alberta,Health and personal care,135.9,0.3
Dec-18,Alberta,"Recreation, education and reading",111.3,1.3
Dec-18,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.8,3
Dec-18,Alberta,Energy,159.6,2.2
Jan-19,Alberta,All-items,140.5,1.2
Jan-19,Alberta,Food,146.8,2.2
Jan-19,Alberta,Shelter,171.7,2.8
Jan-19,Alberta,"Household operations, furnishings and equipment",122.7,1.2
Jan-19,Alberta,Clothing and footwear,92.3,-0.4
Jan-19,Alberta,Transportation,139.5,-0.5
Jan-19,Alberta,Health and personal care,136.5,-0.4
Jan-19,Alberta,"Recreation, education and reading",112.1,0.4
Jan-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.3,3
Jan-19,Alberta,Energy,157.7,-4
Feb-19,Alberta,All-items,142,1.6
Feb-19,Alberta,Food,147.8,3.4
Feb-19,Alberta,Shelter,172.1,2.6
Feb-19,Alberta,"Household operations, furnishings and equipment",123.8,1.3
Feb-19,Alberta,Clothing and footwear,95.3,0
Feb-19,Alberta,Transportation,142,1.2
Feb-19,Alberta,Health and personal care,137.2,0.6
Feb-19,Alberta,"Recreation, education and reading",113.8,-0.9
Feb-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.4,2
Feb-19,Alberta,Energy,164.2,0.1
Mar-19,Alberta,All-items,143.1,2.3
Mar-19,Alberta,Food,148.2,3.6
Mar-19,Alberta,Shelter,173.1,3.9
Mar-19,Alberta,"Household operations, furnishings and equipment",123.5,1.2
Mar-19,Alberta,Clothing and footwear,97.8,1
Mar-19,Alberta,Transportation,145.5,3
Mar-19,Alberta,Health and personal care,137,0.1
Mar-19,Alberta,"Recreation, education and reading",113.7,-1
Mar-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.5,1.5
Mar-19,Alberta,Energy,176.1,7.1
Apr-19,Alberta,All-items,143.7,2.2
Apr-19,Alberta,Food,147.6,3.4
Apr-19,Alberta,Shelter,173.2,2.8
Apr-19,Alberta,"Household operations, furnishings and equipment",123.7,0.2
Apr-19,Alberta,Clothing and footwear,98.8,0.8
Apr-19,Alberta,Transportation,148,3.4
Apr-19,Alberta,Health and personal care,138.1,1.5
Apr-19,Alberta,"Recreation, education and reading",113.7,0.8
Apr-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.7,1.2
Apr-19,Alberta,Energy,183,2.3
May-19,Alberta,All-items,144,2.3
May-19,Alberta,Food,148.3,3.7
May-19,Alberta,Shelter,172.8,3.7
May-19,Alberta,"Household operations, furnishings and equipment",123.8,1.5
May-19,Alberta,Clothing and footwear,97.7,0.4
May-19,Alberta,Transportation,148.7,3.7
May-19,Alberta,Health and personal care,138.1,0.8
May-19,Alberta,"Recreation, education and reading",115.6,-1.5
May-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.6,1
May-19,Alberta,Energy,180.6,3
Jun-19,Alberta,All-items,142.7,1.4
Jun-19,Alberta,Food,149.5,4.4
Jun-19,Alberta,Shelter,169.5,1.9
Jun-19,Alberta,"Household operations, furnishings and equipment",124,1.6
Jun-19,Alberta,Clothing and footwear,96.5,-1
Jun-19,Alberta,Transportation,145.5,0.3
Jun-19,Alberta,Health and personal care,138,1
Jun-19,Alberta,"Recreation, education and reading",115.3,0.8
Jun-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.6,0.5
Jun-19,Alberta,Energy,157.6,-8.4
Jul-19,Alberta,All-items,143.6,1.3
Jul-19,Alberta,Food,150.8,4.7
Jul-19,Alberta,Shelter,170,0.8
Jul-19,Alberta,"Household operations, furnishings and equipment",122.7,0.7
Jul-19,Alberta,Clothing and footwear,94.9,-0.8
Jul-19,Alberta,Transportation,147.1,-0.6
Jul-19,Alberta,Health and personal care,138.6,1.4
Jul-19,Alberta,"Recreation, education and reading",118.9,2.6
Jul-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.8,0.8
Jul-19,Alberta,Energy,162.4,-11.4
Aug-19,Alberta,All-items,143.4,1.3
Aug-19,Alberta,Food,150.1,3.9
Aug-19,Alberta,Shelter,171.3,1.6
Aug-19,Alberta,"Household operations, furnishings and equipment",122.6,0.7
Aug-19,Alberta,Clothing and footwear,95.7,-0.5
Aug-19,Alberta,Transportation,146.2,-0.4
Aug-19,Alberta,Health and personal care,138.8,1.2
Aug-19,Alberta,"Recreation, education and reading",117.4,1.9
Aug-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",172.5,1
Aug-19,Alberta,Energy,160.6,-10.6
Sep-19,Alberta,All-items,142.9,1.3
Sep-19,Alberta,Food,150,3.9
Sep-19,Alberta,Shelter,171.7,1.8
Sep-19,Alberta,"Household operations, furnishings and equipment",122.3,0
Sep-19,Alberta,Clothing and footwear,100.1,1.8
Sep-19,Alberta,Transportation,142.8,-0.3
Sep-19,Alberta,Health and personal care,138.5,1.5
Sep-19,Alberta,"Recreation, education and reading",116,1
Sep-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",172.9,0.9
Sep-19,Alberta,Energy,160.4,-10.9
Oct-19,Alberta,All-items,143.6,1.6
Oct-19,Alberta,Food,150.3,4
Oct-19,Alberta,Shelter,173.2,2.2
Oct-19,Alberta,"Household operations, furnishings and equipment",122.4,-0.6
Oct-19,Alberta,Clothing and footwear,101,3
Oct-19,Alberta,Transportation,143.7,-0.2
Oct-19,Alberta,Health and personal care,138.8,1.8
Oct-19,Alberta,"Recreation, education and reading",116.4,2.2
Oct-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",172.9,1
Oct-19,Alberta,Energy,160.8,-8.3
Nov-19,Alberta,All-items,143.6,2.1
Nov-19,Alberta,Food,150.6,3.6
Nov-19,Alberta,Shelter,173.7,1.8
Nov-19,Alberta,"Household operations, furnishings and equipment",122.2,-0.5
Nov-19,Alberta,Clothing and footwear,100.5,4.6
Nov-19,Alberta,Transportation,143.3,1.8
Nov-19,Alberta,Health and personal care,138.7,2.4
Nov-19,Alberta,"Recreation, education and reading",115.4,2.5
Nov-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",174.9,2.4
Nov-19,Alberta,Energy,162,-3.7
Dec-19,Alberta,All-items,143.7,2.3
Dec-19,Alberta,Food,150.7,3.5
Dec-19,Alberta,Shelter,175.1,2.5
Dec-19,Alberta,"Household operations, furnishings and equipment",121.9,-0.7
Dec-19,Alberta,Clothing and footwear,98.8,5.1
Dec-19,Alberta,Transportation,145.2,2.8
Dec-19,Alberta,Health and personal care,138.8,2.1
Dec-19,Alberta,"Recreation, education and reading",113.4,1.9
Dec-19,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.6,-0.1
Dec-19,Alberta,Energy,167.4,4.9
Jan-20,Alberta,All-items,144.7,3
Jan-20,Alberta,Food,153.6,4.6
Jan-20,Alberta,Shelter,174.6,1.7
Jan-20,Alberta,"Household operations, furnishings and equipment",121.9,-0.7
Jan-20,Alberta,Clothing and footwear,100.2,8.6
Jan-20,Alberta,Transportation,147.7,5.9
Jan-20,Alberta,Health and personal care,140,2.6
Jan-20,Alberta,"Recreation, education and reading",112.7,0.5
Jan-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.2,-0.1
Jan-20,Alberta,Energy,168.6,6.9
Feb-20,Alberta,All-items,145.5,2.5
Feb-20,Alberta,Food,152.7,3.3
Feb-20,Alberta,Shelter,175.2,1.8
Feb-20,Alberta,"Household operations, furnishings and equipment",122.6,-1
Feb-20,Alberta,Clothing and footwear,102.4,7.5
Feb-20,Alberta,Transportation,148.2,4.4
Feb-20,Alberta,Health and personal care,140.1,2.1
Feb-20,Alberta,"Recreation, education and reading",116.1,2
Feb-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.4,0
Feb-20,Alberta,Energy,167.6,2.1
Mar-20,Alberta,All-items,144.1,0.7
Mar-20,Alberta,Food,153.3,3.4
Mar-20,Alberta,Shelter,173.6,0.3
Mar-20,Alberta,"Household operations, furnishings and equipment",123.2,-0.2
Mar-20,Alberta,Clothing and footwear,103.4,5.7
Mar-20,Alberta,Transportation,142.5,-2.1
Mar-20,Alberta,Health and personal care,139.2,1.6
Mar-20,Alberta,"Recreation, education and reading",115.1,1.2
Mar-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.8,0.2
Mar-20,Alberta,Energy,145.9,-17.1
Apr-20,Alberta,All-items,143,-0.5
Apr-20,Alberta,Food,153,3.7
Apr-20,Alberta,Shelter,173.3,0.1
Apr-20,Alberta,"Household operations, furnishings and equipment",123.7,0
Apr-20,Alberta,Clothing and footwear,97.3,-1.5
Apr-20,Alberta,Transportation,139.9,-5.5
Apr-20,Alberta,Health and personal care,139.2,0.8
Apr-20,Alberta,"Recreation, education and reading",114.4,0.6
Apr-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",172.9,0.7
Apr-20,Alberta,Energy,135.5,-26
May-20,Alberta,All-items,144.1,0.1
May-20,Alberta,Food,154.1,3.9
May-20,Alberta,Shelter,174,0.7
May-20,Alberta,"Household operations, furnishings and equipment",121.9,-1.5
May-20,Alberta,Clothing and footwear,96.3,-1.4
May-20,Alberta,Transportation,145.5,-2.2
May-20,Alberta,Health and personal care,139.6,1.1
May-20,Alberta,"Recreation, education and reading",114.2,-1.2
May-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173.7,1.2
May-20,Alberta,Energy,152.4,-15.6
Jun-20,Alberta,All-items,145,1.6
Jun-20,Alberta,Food,154,3
Jun-20,Alberta,Shelter,173.9,2.6
Jun-20,Alberta,"Household operations, furnishings and equipment",122.3,-1.4
Jun-20,Alberta,Clothing and footwear,96.4,-0.1
Jun-20,Alberta,Transportation,148.7,2.2
Jun-20,Alberta,Health and personal care,139.7,1.2
Jun-20,Alberta,"Recreation, education and reading",115.4,0.1
Jun-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173.6,1.2
Jun-20,Alberta,Energy,158.1,0.3
Jul-20,Alberta,All-items,144.9,0.9
Jul-20,Alberta,Food,153.6,1.9
Jul-20,Alberta,Shelter,174.6,2.7
Jul-20,Alberta,"Household operations, furnishings and equipment",122.6,-0.1
Jul-20,Alberta,Clothing and footwear,96.1,1.3
Jul-20,Alberta,Transportation,148.2,0.7
Jul-20,Alberta,Health and personal care,140.3,1.2
Jul-20,Alberta,"Recreation, education and reading",115.2,-3.1
Jul-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173.7,1.1
Jul-20,Alberta,Energy,161.5,-0.6
Aug-20,Alberta,All-items,144.2,0.6
Aug-20,Alberta,Food,152.4,1.5
Aug-20,Alberta,Shelter,173.9,1.5
Aug-20,Alberta,"Household operations, furnishings and equipment",122.7,0.1
Aug-20,Alberta,Clothing and footwear,96.5,0.8
Aug-20,Alberta,Transportation,146.4,0.1
Aug-20,Alberta,Health and personal care,139.9,0.8
Aug-20,Alberta,"Recreation, education and reading",114.9,-2.1
Aug-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",172.5,0
Aug-20,Alberta,Energy,160.1,-0.3
Sep-20,Alberta,All-items,145,1.5
Sep-20,Alberta,Food,152.4,1.6
Sep-20,Alberta,Shelter,175.5,2.2
Sep-20,Alberta,"Household operations, furnishings and equipment",122.7,0.3
Sep-20,Alberta,Clothing and footwear,98.2,-1.9
Sep-20,Alberta,Transportation,147.1,3
Sep-20,Alberta,Health and personal care,140.5,1.4
Sep-20,Alberta,"Recreation, education and reading",116.3,0.3
Sep-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.6,-1.3
Sep-20,Alberta,Energy,171.8,7.1
Oct-20,Alberta,All-items,145.2,1.1
Oct-20,Alberta,Food,152.7,1.6
Oct-20,Alberta,Shelter,174.7,0.9
Oct-20,Alberta,"Household operations, furnishings and equipment",122.8,0.3
Oct-20,Alberta,Clothing and footwear,99,-2
Oct-20,Alberta,Transportation,148.4,3.3
Oct-20,Alberta,Health and personal care,140.9,1.5
Oct-20,Alberta,"Recreation, education and reading",115.9,-0.4
Oct-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.8,-0.6
Oct-20,Alberta,Energy,164.1,2.1
Nov-20,Alberta,All-items,145.4,1.3
Nov-20,Alberta,Food,153.7,2.1
Nov-20,Alberta,Shelter,175.7,1.2
Nov-20,Alberta,"Household operations, furnishings and equipment",122.4,0.2
Nov-20,Alberta,Clothing and footwear,98.9,-1.6
Nov-20,Alberta,Transportation,148.4,3.6
Nov-20,Alberta,Health and personal care,140.5,1.3
Nov-20,Alberta,"Recreation, education and reading",115.4,0
Nov-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",171.1,-2.2
Nov-20,Alberta,Energy,165.8,2.3
Dec-20,Alberta,All-items,144.8,0.8
Dec-20,Alberta,Food,152.5,1.2
Dec-20,Alberta,Shelter,176.2,0.6
Dec-20,Alberta,"Household operations, furnishings and equipment",121.3,-0.5
Dec-20,Alberta,Clothing and footwear,94.7,-4.1
Dec-20,Alberta,Transportation,148.8,2.5
Dec-20,Alberta,Health and personal care,139.3,0.4
Dec-20,Alberta,"Recreation, education and reading",115.4,1.8
Dec-20,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.5,-0.1
Dec-20,Alberta,Energy,167.5,0.1
Jan-21,Alberta,All-items,145.8,0.8
Jan-21,Alberta,Food,154.1,0.3
Jan-21,Alberta,Shelter,176.5,1.1
Jan-21,Alberta,"Household operations, furnishings and equipment",121.8,-0.1
Jan-21,Alberta,Clothing and footwear,93.8,-6.4
Jan-21,Alberta,Transportation,151.3,2.4
Jan-21,Alberta,Health and personal care,140.6,0.4
Jan-21,Alberta,"Recreation, education and reading",115.9,2.8
Jan-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.8,-0.2
Jan-21,Alberta,Energy,174,3.2
Feb-21,Alberta,All-items,146.4,0.6
Feb-21,Alberta,Food,155,1.5
Feb-21,Alberta,Shelter,176.8,0.9
Feb-21,Alberta,"Household operations, furnishings and equipment",121.7,-0.7
Feb-21,Alberta,Clothing and footwear,92.9,-9.3
Feb-21,Alberta,Transportation,153.8,3.8
Feb-21,Alberta,Health and personal care,140.8,0.5
Feb-21,Alberta,"Recreation, education and reading",115.8,-0.3
Feb-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.8,-0.4
Feb-21,Alberta,Energy,183,9.2
Mar-21,Alberta,All-items,146.9,1.9
Mar-21,Alberta,Food,155.9,1.7
Mar-21,Alberta,Shelter,177.3,2.1
Mar-21,Alberta,"Household operations, furnishings and equipment",120.5,-2.2
Mar-21,Alberta,Clothing and footwear,94.6,-8.5
Mar-21,Alberta,Transportation,155.4,9.1
Mar-21,Alberta,Health and personal care,140.6,1
Mar-21,Alberta,"Recreation, education and reading",115.7,0.5
Mar-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",170.4,-0.8
Mar-21,Alberta,Energy,187.7,28.6
Apr-21,Alberta,All-items,147.7,3.3
Apr-21,Alberta,Food,155.5,1.6
Apr-21,Alberta,Shelter,177.2,2.3
Apr-21,Alberta,"Household operations, furnishings and equipment",122.1,-1.3
Apr-21,Alberta,Clothing and footwear,96.4,-0.9
Apr-21,Alberta,Transportation,157.2,12.4
Apr-21,Alberta,Health and personal care,141.4,1.6
Apr-21,Alberta,"Recreation, education and reading",115.9,1.3
Apr-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173.2,0.2
Apr-21,Alberta,Energy,190.9,40.9
May-21,Alberta,All-items,148.6,3.1
May-21,Alberta,Food,157.4,2.1
May-21,Alberta,Shelter,177.7,2.1
May-21,Alberta,"Household operations, furnishings and equipment",121.8,-0.1
May-21,Alberta,Clothing and footwear,96.2,-0.1
May-21,Alberta,Transportation,159.3,9.5
May-21,Alberta,Health and personal care,141.6,1.4
May-21,Alberta,"Recreation, education and reading",116.9,2.4
May-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173.6,-0.1
May-21,Alberta,Energy,193.1,26.7
Jun-21,Alberta,All-items,148.9,2.7
Jun-21,Alberta,Food,157.4,2.2
Jun-21,Alberta,Shelter,179.1,3
Jun-21,Alberta,"Household operations, furnishings and equipment",121.2,-0.9
Jun-21,Alberta,Clothing and footwear,95.5,-0.9
Jun-21,Alberta,Transportation,159.9,7.5
Jun-21,Alberta,Health and personal care,140.1,0.3
Jun-21,Alberta,"Recreation, education and reading",117.4,1.7
Jun-21,Alberta,"Alcoholic beverages, tobacco products and recreational cannabis",173,-0.3
Jun-21,Alberta,Energy,194,22.7
Jul-21,Alberta,All-items,150.3,3.7
Jul-21,Alberta,Food,157.3,2.4
Jul-21,Alberta,Shelter,182.1,4.3
Jul-21,Alberta,"Household operations, furnishings and equipment",122,-0.5
Jul-21,Alberta,Clothing and footwear,94.5,-1.7
Jul-21,Alberta,Transportation,162.4,9.6
Jul-21,Alberta,Health and personal care,141.3,0.7
